,AirtemperatureK,ProcesstemperatureK,Rotationalspeedrpm,TorqueNm,Toolwearmin,TWF,HDF,PWF,OSF,RNF
1534,298.0,308.8,1757,29.1,71,0,0,0,0,0
1535,298.0,308.8,1581,36.1,73,0,0,0,0,0
1536,298.2,308.9,1326,54.4,75,0,0,0,0,0
1537,298.4,309.1,1467,39.6,78,0,0,0,0,0
1538,298.4,309.1,1798,29.6,81,0,0,0,0,0
1539,298.5,309.2,1449,46.4,83,0,0,0,0,0
1540,298.4,309.1,1525,39.3,86,0,0,0,0,0
1541,298.4,309.0,2304,15.1,89,0,0,0,0,0
1542,298.3,308.9,1379,54.7,91,0,0,0,0,0
1543,298.4,308.9,1628,34.9,93,0,0,0,0,0
1544,298.4,309.0,1474,52.7,95,0,0,0,0,0
1545,298.4,309.0,1544,38.8,97,0,0,0,0,0
1546,298.4,308.9,1391,48.4,100,0,0,0,0,0
1547,298.3,308.9,1348,55.5,102,0,0,0,0,0
1548,298.3,308.8,1349,52.1,104,0,0,0,0,0
1549,298.4,308.9,1706,29.5,107,0,0,0,0,0
1550,298.4,308.9,1638,32.4,109,0,0,0,0,0
1551,298.4,308.8,1458,40.1,111,0,0,0,0,0
1552,298.5,308.9,1781,27.8,113,0,0,0,0,0
1553,298.5,308.8,1332,59.1,115,0,0,0,0,0
1554,298.4,308.7,1584,31.7,117,0,0,0,0,0
1555,298.4,308.6,1491,42.0,120,0,0,0,0,0
1556,298.4,308.5,1398,47.1,122,0,0,0,0,0
1557,298.3,308.4,1585,30.6,127,0,0,0,0,0
1558,298.2,308.3,1476,43.5,129,0,0,0,0,0
1559,298.2,308.3,1458,41.8,132,0,0,0,0,0
1560,298.2,308.4,1510,39.9,134,0,0,0,0,0
1561,298.2,308.4,1388,53.8,137,0,0,0,0,0
1562,298.2,308.3,2216,16.8,139,0,0,0,0,0
1563,298.2,308.3,1402,51.0,141,0,0,0,0,0
1564,298.0,308.2,2090,19.0,143,0,0,0,0,0
1565,298.0,308.2,1459,42.1,146,0,0,0,0,0
1566,298.0,308.1,1403,44.8,148,0,0,0,0,0
1567,298.1,308.2,1521,39.3,151,0,0,0,0,0
1568,298.2,308.2,1407,47.1,153,0,0,0,0,0
1569,298.1,308.2,1654,35.3,155,0,0,0,0,0
1570,298.2,308.4,1452,43.5,158,0,0,0,0,0
1571,298.3,308.4,1528,37.3,160,0,0,0,0,0
1572,298.2,308.3,1230,59.6,162,0,0,0,0,0
1573,298.2,308.2,1466,42.4,164,0,0,0,0,0
1574,298.2,308.2,1478,50.1,166,0,0,0,0,0
1575,298.2,308.3,2057,18.0,168,0,0,0,0,0
1576,298.3,308.4,1490,41.7,170,0,0,0,0,0
1577,298.3,308.4,1484,43.4,172,0,0,0,0,0
1578,298.3,308.4,1593,37.0,174,0,0,0,0,0
1579,298.3,308.3,1444,43.8,176,0,0,0,0,0
1580,298.3,308.4,1444,47.5,178,0,0,0,0,0
1581,298.2,308.3,1560,33.0,181,0,0,0,0,0
1582,298.1,308.3,1530,42.0,184,0,0,0,0,0
1583,298.2,308.4,1310,61.0,189,0,0,0,1,0
1584,298.2,308.3,1639,33.3,191,0,0,0,0,0
1585,298.2,308.3,1400,48.7,194,0,0,0,0,0
1586,298.3,308.4,1486,44.2,196,0,0,0,0,0
1587,298.2,308.3,1448,43.3,199,0,0,0,0,0
1588,298.2,308.3,1688,32.0,202,0,0,0,0,0
1589,298.1,308.3,1453,41.5,204,0,0,0,0,0
1590,298.2,308.4,1497,37.7,207,0,0,0,0,0
1591,298.2,308.4,1355,49.4,209,0,0,0,0,0
1592,298.1,308.4,1592,38.2,211,0,0,0,0,0
1593,298.0,308.3,1544,34.7,213,0,0,0,0,0
1594,298.0,308.2,1373,51.2,215,0,0,0,0,0
1595,298.0,308.2,1365,52.9,218,0,0,0,1,0
1596,298.0,308.1,1877,24.3,0,0,0,0,0,0
1597,297.9,308.1,1531,40.8,2,0,0,0,0,0
1598,297.9,308.0,1501,36.7,4,0,0,0,0,0
1599,297.9,308.0,1490,46.2,6,0,0,0,0,0
1600,297.8,307.8,1543,43.7,8,0,0,0,0,0
1601,297.8,307.8,1597,38.2,11,0,0,0,0,0
1602,297.8,307.9,1600,33.5,13,0,0,0,0,0
1603,297.8,307.8,1622,32.1,18,0,0,0,0,0
1604,297.8,307.8,1452,39.8,21,0,0,0,0,0
1605,297.8,307.8,1396,42.5,23,0,0,0,0,0
1606,297.8,307.7,1505,39.7,25,0,0,0,0,0
1607,297.8,307.8,1412,48.3,27,0,0,0,0,0
1608,297.8,307.7,1393,38.0,29,0,0,0,0,0
1609,297.7,307.7,1581,34.9,31,0,0,0,0,0
1610,297.8,307.8,1573,37.9,33,0,0,0,0,0
1611,297.8,307.9,1726,27.3,35,0,0,0,0,0
1612,297.9,307.9,1540,39.8,38,0,0,0,0,0
1613,297.9,308.0,1296,62.9,41,0,0,0,0,0
1614,297.8,307.9,1802,25.8,43,0,0,0,0,0
1615,297.8,307.9,1447,48.6,46,0,0,0,0,0
1616,297.8,307.8,1662,30.7,48,0,0,0,0,0
1617,297.8,307.8,1563,34.3,53,0,0,0,0,0
1618,297.9,307.8,1286,59.5,55,0,0,0,0,0
1619,297.9,307.7,1590,34.6,57,0,0,0,0,0
1620,297.9,307.7,1492,43.7,59,0,0,0,0,0
1621,297.7,307.6,1844,21.9,61,0,0,0,0,0
1622,297.7,307.6,1538,38.3,63,0,0,0,0,0
1623,297.7,307.6,1921,22.9,68,0,0,0,0,0
1624,297.8,307.8,1310,57.9,70,0,0,0,0,0
1625,297.9,307.8,1365,46.9,73,0,0,0,0,0
1626,297.9,307.8,1303,59.3,75,0,0,0,0,0
1627,297.9,307.8,1499,37.5,78,0,0,0,0,0
1628,297.9,307.8,1451,38.2,80,0,0,0,0,0
1629,297.9,307.9,1336,54.4,82,0,0,0,0,0
1630,297.9,307.9,1412,44.5,85,0,0,0,0,0
1631,298.0,308.0,1433,39.2,87,0,0,0,0,0
1632,297.9,307.9,1426,43.6,89,0,0,0,0,0
1633,297.9,307.9,1476,45.2,91,0,0,0,0,0
1634,297.9,307.9,1406,58.5,93,0,0,0,0,0
1635,297.8,307.8,1383,56.5,98,0,0,0,0,0
1636,297.9,307.8,1505,37.3,100,0,0,0,0,0
1637,297.9,307.8,1665,33.9,102,0,0,0,0,0
1638,297.9,307.8,1397,45.0,104,0,0,0,0,0
1639,297.9,307.8,1450,43.5,106,0,0,0,0,0
1640,298.0,307.8,1567,36.4,109,0,0,0,0,0
1641,298.0,308.0,1555,37.0,111,0,0,0,0,0
1642,298.0,307.8,1588,35.4,114,0,0,0,0,0
1643,298.0,307.8,1453,37.7,119,0,0,0,0,0
1644,298.0,307.8,1622,33.3,121,0,0,0,0,0
1645,297.9,307.8,1538,38.5,123,0,0,0,0,0
1646,297.9,307.7,1527,42.8,125,0,0,0,0,0
1647,297.8,307.8,1761,28.9,128,0,0,0,0,0
1648,297.9,307.8,1373,50.2,130,0,0,0,0,0
1649,298.0,307.9,1482,37.8,132,0,0,0,0,0
1650,298.0,307.9,1417,51.0,137,0,0,0,0,0
1651,298.0,307.8,1414,51.7,140,0,0,0,0,0
1652,297.9,307.8,1635,34.0,142,0,0,0,0,0
1653,298.0,307.8,1386,57.3,147,0,0,0,0,0
1654,298.2,308.1,1379,62.3,149,0,0,0,0,0
1655,298.2,308.0,1577,35.9,151,0,0,0,0,0
1656,298.2,308.1,1532,42.5,154,0,0,0,0,0
1657,298.1,308.0,1374,48.8,156,0,0,0,0,0
1658,298.1,308.0,1570,35.3,159,0,0,0,0,0
1659,298.1,308.0,1697,31.0,164,0,0,0,0,0
1660,298.2,308.0,1499,44.1,166,0,0,0,0,0
1661,298.2,308.0,1411,47.2,168,0,0,0,0,0
1662,298.2,307.9,1462,45.5,171,0,0,0,0,0
1663,298.1,307.9,1759,28.6,176,0,0,0,0,0
1664,298.2,308.0,1535,38.0,179,0,0,0,0,0
1665,298.2,307.9,1491,39.7,181,0,0,0,0,0
1666,298.2,307.9,1551,36.0,186,0,0,0,0,0
1667,298.2,307.9,1769,27.2,188,0,0,0,0,0
1668,298.2,307.9,1551,34.1,190,0,0,0,0,0
1669,298.2,307.9,1544,31.4,192,0,0,0,0,0
1670,298.2,307.8,1528,31.1,194,0,0,0,0,0
1671,298.1,307.9,1614,35.8,196,0,0,0,0,0
1672,298.1,307.8,1432,49.8,198,0,0,0,0,0
1673,298.1,307.8,1384,43.7,200,0,0,0,0,0
1674,298.1,307.8,1540,37.8,203,0,0,0,0,0
1675,298.0,307.7,1407,43.9,205,0,0,0,0,0
1676,297.9,307.6,1418,43.0,207,0,0,0,0,0
1677,297.9,307.5,1647,30.8,212,0,0,0,0,0
1678,298.0,307.5,1644,32.8,215,0,0,0,0,0
1679,298.0,307.5,1792,27.9,217,0,0,0,0,0
1680,297.9,307.4,1610,34.6,219,0,0,0,0,0
1681,297.8,307.3,1804,26.0,222,0,0,0,0,0
1682,297.9,307.4,1604,36.1,225,1,0,0,0,0
1683,297.9,307.4,1403,52.8,0,0,0,0,0,0
1684,297.8,307.3,1438,44.5,3,0,0,0,0,0
1685,297.9,307.3,1824,26.3,5,0,0,0,0,0
1686,297.9,307.3,1663,28.7,7,0,0,0,0,0
1687,297.9,307.3,1502,36.7,12,0,0,0,0,0
1688,297.9,307.4,1606,35.5,14,0,0,0,0,0
1689,297.9,307.5,1561,37.7,16,0,0,0,0,0
1690,297.9,307.4,1435,42.9,18,0,0,0,0,0
1691,297.9,307.5,1602,38.3,21,0,0,0,0,0
1692,298.1,307.6,1764,27.7,23,0,0,0,0,0
1693,298.0,307.5,1683,27.8,26,0,0,0,0,0
1694,298.0,307.5,1618,35.2,31,0,0,0,0,0
1695,298.0,307.6,1509,41.6,33,0,0,0,0,0
1696,297.9,307.6,1550,39.0,35,0,0,0,0,0
1697,297.9,307.6,1519,44.0,37,0,0,0,0,0
1698,297.9,307.6,1481,38.0,40,0,0,0,0,0
1699,298.1,307.7,1289,48.3,42,0,0,0,0,0
1700,298.0,307.6,1844,23.8,44,0,0,0,0,0
1701,298.0,307.7,1479,42.5,47,0,0,0,0,0
1702,298.0,307.7,1430,47.3,49,0,0,0,0,0
1703,298.1,307.8,1636,36.7,51,0,0,0,0,0
1704,298.1,307.8,1503,44.7,54,0,0,0,0,0
1705,298.1,307.8,1608,32.6,57,0,0,0,0,0
1706,298.2,307.8,1521,42.9,60,0,0,0,0,0
1707,298.2,307.8,1439,41.6,62,0,0,0,0,0
1708,298.2,307.8,1627,31.5,64,0,0,0,0,0
1709,298.2,307.8,1749,26.1,66,0,0,0,0,0
1710,298.2,307.8,1530,35.9,68,0,0,0,0,0
1711,298.2,307.8,1355,51.3,70,0,0,0,0,0
1712,298.3,307.9,1551,33.8,72,0,0,0,0,0
1713,298.2,307.8,1515,46.7,74,0,0,0,0,0
1714,298.2,307.8,1388,48.6,76,0,0,0,0,0
1715,298.2,307.8,1585,34.6,78,0,0,0,0,0
1716,298.1,307.7,1523,37.7,80,0,0,0,0,0
1717,298.2,307.6,1369,54.5,82,0,0,0,0,0
1718,298.2,307.7,1681,31.0,84,0,0,0,0,0
1719,298.2,307.7,1503,38.3,87,0,0,0,0,0
1720,298.2,307.7,1459,44.5,89,0,0,0,0,0
1721,298.2,307.7,1688,32.4,91,0,0,0,0,0
1722,298.2,307.7,1952,21.6,93,0,0,0,0,0
1723,298.2,307.8,2029,19.9,96,0,0,0,0,0
1724,298.3,307.8,1457,52.5,98,0,0,0,0,0
1725,298.3,307.8,1392,50.4,101,0,0,0,0,0
1726,298.3,307.8,1906,22.1,104,0,0,0,0,0
1727,298.3,307.7,1602,33.4,106,0,0,0,0,0
1728,298.3,307.7,1465,49.4,109,0,0,0,0,0
1729,298.3,307.7,1439,43.8,111,0,0,0,0,0
1730,298.3,307.8,1330,55.4,114,0,0,0,0,0
1731,298.3,307.9,1485,42.0,117,0,0,0,0,0
1732,298.4,307.9,1700,28.2,120,0,0,0,0,0
1733,298.4,308.0,1515,42.8,125,0,0,0,0,0
1734,298.5,308.1,1501,39.2,127,0,0,0,0,0
1735,298.4,308.0,1380,47.6,130,0,0,0,0,0
1736,298.4,307.9,1544,35.9,132,0,0,0,0,0
1737,298.4,307.9,1743,27.3,134,0,0,0,0,0
1738,298.4,307.9,1948,21.4,136,0,0,0,0,0
1739,298.5,307.9,1260,54.2,141,0,0,0,0,0
1740,298.5,307.9,1640,33.1,146,0,0,0,0,0
1741,298.5,308.0,1363,49.2,149,0,0,0,0,0
1742,298.5,308.0,1379,49.6,152,0,0,0,0,0
1743,298.5,308.0,1713,25.8,154,0,0,0,0,0
1744,298.5,308.0,1461,51.9,157,0,0,0,0,0
1745,298.5,308.0,1624,29.8,160,0,0,0,0,0
1746,298.4,308.0,1526,41.1,162,0,0,0,0,0
1747,298.4,307.9,2381,14.2,164,0,0,0,0,0
1748,298.4,307.7,1626,31.1,166,0,0,0,0,1
1749,298.3,307.7,1576,33.8,171,0,0,0,0,0
1750,298.4,307.8,1617,31.6,173,0,0,0,0,0
1751,298.3,307.6,1942,20.6,176,0,0,0,0,0
1752,298.2,307.6,1492,37.2,178,0,0,0,0,0
1753,298.2,307.5,1470,51.3,180,0,0,0,0,0
1754,298.0,307.4,1463,46.5,182,0,0,0,0,0
1755,298.0,307.3,1424,46.5,185,0,0,0,0,0
1756,298.1,307.4,1363,60.1,187,0,0,0,0,0
1757,298.1,307.4,1335,56.2,190,0,0,0,0,0
1758,298.1,307.4,1608,33.9,193,0,0,0,0,0
1759,298.0,307.4,1606,35.2,195,0,0,0,0,0
1760,298.1,307.5,1684,33.1,200,0,0,0,0,0
1761,298.1,307.6,1950,20.3,202,0,0,0,0,0
1762,298.2,307.6,1460,48.6,204,0,0,0,0,0
1763,298.2,307.6,1511,31.0,209,1,0,0,0,0
1764,298.2,307.6,1318,55.7,0,0,0,0,0,0
1765,298.2,307.6,1368,51.8,5,0,0,0,0,0
1766,298.3,307.7,1717,27.1,7,0,0,0,0,0
1767,298.3,307.7,1520,41.4,10,0,0,0,0,0
1768,298.3,307.8,1485,42.0,13,0,0,0,0,0
1769,298.4,307.9,1981,23.2,16,0,0,0,0,0
1770,298.4,307.9,1605,31.0,18,0,0,0,0,0
1771,298.4,307.9,1446,45.3,23,0,0,0,0,0
1772,298.4,308.0,1508,47.9,25,0,0,0,0,0
1773,298.5,308.0,1384,59.5,27,0,0,0,0,0
1774,298.5,308.0,1519,37.3,29,0,0,0,0,0
1775,298.5,308.0,1404,48.1,32,0,0,0,0,0
1776,298.5,308.1,1564,31.1,34,0,0,0,0,0
1777,298.6,308.2,1555,36.8,36,0,0,0,0,0
1778,298.6,308.2,1325,54.0,41,0,0,0,0,0
1779,298.6,308.2,1488,44.0,43,0,0,0,0,0
1780,298.5,308.2,1595,32.3,46,0,0,0,0,0
1781,298.5,308.1,1662,28.6,48,0,0,0,0,0
1782,298.4,308.0,1571,37.4,50,0,0,0,0,0
1783,298.3,308.0,1553,41.0,52,0,0,0,0,0
1784,298.3,308.0,2886,3.8,57,0,0,1,0,0
1785,298.2,308.0,1538,38.2,59,0,0,0,0,0
1786,298.4,308.2,1618,33.0,61,0,0,0,0,0
1787,298.4,308.2,1364,45.9,63,0,0,0,0,0
1788,298.3,308.0,1442,47.3,65,0,0,0,0,0
1789,298.2,307.9,1313,67.3,67,0,0,1,0,0
1790,298.2,307.9,1847,23.6,69,0,0,0,0,0
1791,298.1,307.8,1524,40.8,71,0,0,0,0,0
1792,298.1,307.7,1445,48.0,73,0,0,0,0,0
1793,298.1,307.8,1761,28.2,76,0,0,0,0,0
1794,298.1,307.8,1514,43.5,78,0,0,0,0,0
1795,298.1,307.7,1498,38.3,81,0,0,0,0,0
1796,298.1,307.6,1542,37.1,84,0,0,0,0,0
1797,298.0,307.6,1508,41.8,89,0,0,0,0,0
1798,298.0,307.5,1431,52.9,92,0,0,0,0,0
1799,298.0,307.5,1427,45.1,95,0,0,0,0,0
1800,298.0,307.5,1524,36.3,98,0,0,0,0,0
1801,298.0,307.5,1427,43.6,101,0,0,0,0,0
1802,298.1,307.6,1496,44.1,104,0,0,0,0,0
1803,298.1,307.7,1388,40.3,109,0,0,0,0,0
1804,298.1,307.7,1495,48.1,111,0,0,0,0,0
1805,298.1,307.7,1376,56.2,113,0,0,0,0,0
1806,298.0,307.6,1593,32.2,118,0,0,0,0,0
1807,298.0,307.6,1654,28.9,123,0,0,0,0,0
1808,298.1,307.7,2567,12.8,125,0,0,1,0,0
1809,298.1,307.7,1767,27.0,127,0,0,0,0,0
1810,298.1,307.6,1364,53.8,129,0,0,0,0,0
1811,298.1,307.8,1569,31.2,131,0,0,0,0,0
1812,298.2,307.8,1476,36.8,134,0,0,0,0,0
1813,298.1,307.7,1479,45.0,136,0,0,0,0,0
1814,298.1,307.7,1650,34.1,138,0,0,0,0,0
1815,298.1,307.6,1565,36.3,140,0,0,0,0,0
1816,298.1,307.6,1460,46.5,143,0,0,0,0,0
1817,298.1,307.7,1664,27.6,145,0,0,0,0,0
1818,298.1,307.7,1435,40.9,147,0,0,0,0,0
1819,298.1,307.6,2066,19.2,150,0,0,0,0,0
1820,298.1,307.5,1493,43.7,153,0,0,0,0,0
1821,298.1,307.6,1354,43.3,155,0,0,0,0,0
1822,298.1,307.6,1488,39.4,157,0,0,0,0,0
1823,298.1,307.7,1414,48.7,159,0,0,0,0,0
1824,298.1,307.5,1391,57.4,161,0,0,0,0,0
1825,298.0,307.5,1784,27.8,163,0,0,0,0,0
1826,297.8,307.3,1516,40.1,166,0,0,0,0,0
1827,297.9,307.3,1420,47.8,171,0,0,0,0,0
1828,297.8,307.2,1351,56.3,174,0,0,0,0,0
1829,297.8,307.2,1880,23.0,176,0,0,0,0,0
1830,297.8,307.3,1859,24.0,178,0,0,0,0,0
1831,297.8,307.3,1315,54.0,180,0,0,0,0,0
1832,297.8,307.4,1330,51.7,183,0,0,0,0,0
1833,297.8,307.3,1327,61.0,186,0,0,0,1,0
1834,297.8,307.2,1498,38.1,188,0,0,0,0,0
1835,297.8,307.3,1555,35.8,190,0,0,0,0,0
1836,297.7,307.2,1518,35.8,195,0,0,0,0,0
1837,297.7,307.2,1392,43.0,197,0,0,0,0,0
1838,297.8,307.2,1456,39.6,199,0,0,0,0,0
1839,297.7,307.1,1715,30.2,0,0,0,0,0,0
1840,297.7,307.2,1405,43.7,2,0,0,0,0,0
1841,297.7,307.2,1668,37.8,5,0,0,0,0,0
1842,297.7,307.1,1855,22.5,7,0,0,0,0,0
1843,297.6,307.1,1496,39.2,12,0,0,0,0,0
1844,297.6,307.1,1471,44.9,14,0,0,0,0,0
1845,297.7,307.2,1444,40.0,17,0,0,0,0,0
1846,297.7,307.3,1514,38.6,19,0,0,0,0,0
1847,297.8,307.3,1412,50.7,24,0,0,0,0,0
1848,297.7,307.2,1429,44.1,26,0,0,0,0,0
1849,297.7,307.2,1668,32.7,31,0,0,0,0,0
1850,297.7,307.2,1372,52.8,33,0,0,0,0,0
1851,297.7,307.3,1365,49.2,36,0,0,0,0,0
1852,297.6,307.1,1526,39.1,39,0,0,0,0,0
1853,297.6,307.2,1486,40.6,42,0,0,0,0,0
1854,297.6,307.2,1470,42.6,44,0,0,0,0,0
1855,297.7,307.3,1249,62.8,47,0,0,0,0,0
1856,297.8,307.4,1752,26.1,52,0,0,0,0,0
1857,297.7,307.4,1643,36.5,55,0,0,0,0,0
1858,297.8,307.4,1488,36.1,57,0,0,0,0,0
1859,297.8,307.4,1355,45.8,60,0,0,0,0,0
1860,297.8,307.6,1607,30.3,62,0,0,0,0,0
1861,297.9,307.6,1609,30.3,64,0,0,0,0,0
1862,297.9,307.7,1517,44.4,67,0,0,0,0,0
1863,297.9,307.7,1517,39.5,69,0,0,0,0,0
1864,297.9,307.7,1546,37.6,72,0,0,0,0,0
1865,297.9,307.7,1567,34.7,74,0,0,0,0,0
1866,298.1,307.9,1662,28.9,76,0,0,0,0,0
1867,298.1,307.9,1502,41.8,79,0,0,0,0,0
1868,298.3,308.0,1361,56.9,81,0,0,0,0,0
1869,298.3,308.1,1630,32.7,83,0,0,0,0,0
1870,298.3,308.0,1486,42.3,86,0,0,0,0,0
1871,298.3,308.1,1840,21.5,88,0,0,0,0,0
1872,298.3,308.1,1326,58.4,90,0,0,0,0,0
1873,298.4,308.1,1367,57.8,92,0,0,0,0,0
1874,298.4,308.1,1598,32.7,94,0,0,0,0,0
1875,298.3,308.0,1363,50.1,96,0,0,0,0,0
1876,298.3,308.0,1242,62.0,98,0,0,0,0,0
1877,298.2,307.8,1566,33.8,100,0,0,0,0,0
1878,298.1,307.7,1424,47.7,103,0,0,0,0,0
1879,298.2,307.7,1608,33.8,106,0,0,0,0,0
1880,298.1,307.7,1705,29.1,109,0,0,0,0,0
1881,298.0,307.6,1548,45.8,111,0,0,0,0,0
1882,298.0,307.6,1581,43.4,113,0,0,0,0,0
1883,298.0,307.6,1472,46.7,116,0,0,0,0,0
1884,298.0,307.6,1792,26.0,119,0,0,0,0,0
1885,298.0,307.6,1683,32.8,122,0,0,0,0,0
1886,297.9,307.6,1503,40.7,124,0,0,0,0,0
1887,297.9,307.5,1642,32.4,126,0,0,0,0,0
1888,297.8,307.4,1902,24.3,129,0,0,0,0,0
1889,297.7,307.4,1432,40.2,132,0,0,0,0,0
1890,297.8,307.4,1512,40.8,137,0,0,0,0,0
1891,297.7,307.4,1764,29.0,139,0,0,0,0,0
1892,297.8,307.4,1438,43.6,141,0,0,0,0,0
1893,297.8,307.5,1631,29.9,144,0,0,0,0,0
1894,297.9,307.5,1880,23.3,146,0,0,0,0,0
1895,297.9,307.6,1344,54.3,151,0,0,0,0,0
1896,297.9,307.5,1574,35.8,153,0,0,0,0,0
1897,297.8,307.4,1418,41.2,155,0,0,0,0,0
1898,297.8,307.5,1372,54.1,157,0,0,0,0,0
1899,297.8,307.5,1388,40.0,159,0,0,0,0,0
1900,297.9,307.6,1493,36.0,161,0,0,0,0,0
1901,297.9,307.6,1505,40.1,166,0,0,0,0,0
1902,298.0,307.6,1694,29.1,169,0,0,0,0,0
1903,297.9,307.6,1968,20.4,171,0,0,0,0,0
1904,298.0,307.6,1569,35.6,173,0,0,0,0,0
1905,297.9,307.6,1687,29.1,176,0,0,0,0,0
1906,297.9,307.6,1430,52.4,178,0,0,0,0,0
1907,297.9,307.6,1504,42.4,180,0,0,0,0,0
1908,297.9,307.6,1977,20.2,182,0,0,0,0,0
1909,298.0,307.7,1435,45.6,184,0,0,0,0,0
1910,298.0,307.7,1547,36.8,186,0,0,0,0,0
1911,298.1,307.8,1316,57.2,191,0,0,0,0,0
1912,298.0,307.7,1621,34.9,194,0,0,0,0,0
1913,298.0,307.8,1492,40.2,197,0,0,0,0,0
1914,298.0,307.7,1643,32.3,200,0,0,0,0,0
1915,298.0,307.7,1492,38.7,202,0,0,0,0,0
1916,298.0,307.7,1387,50.8,204,0,0,0,0,0
1917,298.1,307.9,1463,47.3,206,0,0,0,0,0
1918,298.1,307.9,1496,40.0,0,0,0,0,0,0
1919,298.2,308.0,1658,30.0,3,0,0,0,0,0
1920,298.1,307.9,2161,17.5,5,0,0,0,0,0
1921,298.1,307.9,1665,32.0,7,0,0,0,0,0
1922,298.0,307.8,1716,26.6,9,0,0,0,0,0
1923,298.0,307.7,1529,34.1,11,0,0,0,0,0
1924,297.9,307.7,1353,50.7,13,0,0,0,0,0
1925,297.9,307.7,1537,37.7,15,0,0,0,0,0
1926,298.0,307.7,1606,30.8,17,0,0,0,0,0
1927,298.0,307.8,1314,47.8,19,0,0,0,0,0
1928,298.0,307.8,1623,29.9,24,0,0,0,0,0
1929,298.0,307.8,1483,50.9,26,0,0,0,0,0
1930,298.1,307.9,1569,37.0,29,0,0,0,0,0
1931,298.2,308.0,1969,21.7,32,0,0,0,0,0
1932,298.1,308.0,1686,29.3,35,0,0,0,0,0
1933,298.1,308.0,1638,35.1,38,0,0,0,0,0
1934,298.1,307.9,1698,33.3,40,0,0,0,0,0
1935,298.1,307.9,1377,55.1,42,0,0,0,0,0
1936,298.1,308.0,2129,18.4,45,0,0,0,0,0
1937,298.2,308.0,1411,42.4,48,0,0,0,0,0
1938,298.1,307.9,1517,40.8,50,0,0,0,0,0
1939,298.1,307.9,1303,53.9,52,0,0,0,0,0
1940,298.1,307.9,1578,35.6,55,0,0,0,0,0
1941,298.1,307.9,1425,58.2,57,0,0,0,0,0
1942,298.1,308.0,1456,42.4,59,0,0,0,0,0
1943,298.1,308.0,1704,30.9,61,0,0,0,0,0
1944,298.1,308.1,1791,27.3,63,0,0,0,0,0
1945,298.1,308.1,1616,32.8,65,0,0,0,0,0
1946,298.2,308.1,1622,34.9,67,0,0,0,0,0
1947,298.2,308.1,1462,49.9,69,0,0,0,0,0
1948,298.1,308.1,1410,45.8,71,0,0,0,0,0
1949,298.1,308.0,1543,41.9,73,0,0,0,0,0
1950,298.0,307.9,1479,47.6,76,0,0,0,0,0
1951,298.0,307.8,1839,22.7,79,0,0,0,0,0
1952,298.0,307.8,1266,60.5,81,0,0,0,0,0
1953,297.9,307.7,1593,34.9,83,0,0,0,0,0
1954,297.9,307.8,1459,46.9,85,0,0,0,0,0
1955,297.9,307.7,1308,55.2,87,0,0,0,0,0
1956,297.9,307.7,1364,46.8,89,0,0,0,0,0
1957,297.9,307.7,1618,35.9,92,0,0,0,0,0
1958,297.9,307.7,1464,43.2,97,0,0,0,0,0
1959,297.8,307.6,1352,49.4,102,0,0,0,0,0
1960,297.8,307.6,1446,51.4,105,0,0,0,0,0
1961,297.8,307.5,1448,51.2,107,0,0,0,0,0
1962,297.8,307.5,1391,48.6,109,0,0,0,0,0
1963,297.7,307.5,1379,43.3,111,0,0,0,0,0
1964,297.8,307.5,1405,46.9,113,0,0,0,0,0
1965,297.8,307.5,1581,33.1,116,0,0,0,0,0
1966,297.9,307.6,1515,40.5,118,0,0,0,0,0
1967,297.9,307.6,1589,37.8,120,0,0,0,0,0
1968,298.0,307.6,1281,50.8,122,0,0,0,0,0
1969,297.8,307.5,1631,31.3,124,0,0,0,0,0
1970,297.9,307.6,1202,67.0,129,0,0,0,0,0
1971,297.9,307.6,1298,52.7,132,0,0,0,0,0
1972,297.9,307.6,1612,30.7,134,0,0,0,0,0
1973,297.9,307.6,1747,25.3,136,0,0,0,0,0
1974,298.0,307.6,1450,48.7,138,0,0,0,0,0
1975,298.0,307.7,1422,45.6,140,0,0,0,0,0
1976,298.1,307.7,1419,47.4,142,0,0,0,0,0
1977,298.1,307.7,1633,30.7,145,0,0,0,0,0
1978,298.0,307.7,1442,43.6,148,0,0,0,0,0
1979,298.0,307.6,1420,45.8,150,0,0,0,0,0
1980,298.0,307.6,1301,58.5,155,0,0,0,0,0
1981,298.0,307.6,1385,45.0,158,0,0,0,0,0
1982,298.0,307.7,1487,41.3,160,0,0,0,0,0
1983,298.0,307.6,1459,44.4,163,0,0,0,0,0
1984,298.0,307.5,1387,45.5,166,0,0,0,0,0
1985,298.1,307.7,1537,40.8,169,0,0,0,0,0
1986,298.1,307.6,1498,42.9,171,0,0,0,0,0
1987,298.2,307.8,1599,31.2,173,0,0,0,0,0
1988,298.3,307.9,1420,39.2,176,0,0,0,0,0
1989,298.2,307.9,1785,23.4,181,0,0,0,0,0
1990,298.2,307.8,1423,48.1,183,0,0,0,0,0
1991,298.2,307.8,1583,36.6,185,0,0,0,0,0
1992,298.2,307.8,1375,46.6,188,0,0,0,0,0
1993,298.3,308.0,1463,42.5,190,0,0,0,0,0
1994,298.2,307.9,1403,45.1,193,0,0,0,0,0
1995,298.3,308.0,1451,47.1,196,0,0,0,0,0
1996,298.4,308.0,1416,38.2,198,1,0,0,0,0
1997,298.3,308.1,1672,41.3,0,0,0,0,0,0
